1	7774
1	8152
1	8452
1	8566
1	9858
2	5075
2	7510
2	9320
2	9586
2	9908
3	6525
3	9054
3	9815
3	9925
3	9939
4	6501
4	7984
4	9521
4	9931
4	9934
5	5635
5	5946
5	6696
5	9650
5	9849
6	9627
6	9655
6	9731
6	9836
6	9992
7	617
7	7920
7	9106
7	9174
7	9940
8	4970
8	6320
8	6686
8	9182
8	9980
9	8896
9	9416
9	9537
9	9946
9	9975
10	1824
10	5703
10	7911
10	9404
10	9901
11	5798
11	7080
11	9273
11	9283
11	9372
12	7418
12	8031
12	8777
12	9142
12	9972
13	9031
13	9406
13	9827
13	9971
13	9979
14	7952
14	9641
14	9715
14	9959
14	9973
15	6450
15	9800
15	9891
15	9918
15	10000
16	3913
16	8328
16	9325
16	9426
16	9969
17	4011
17	7999
17	9767
17	9848
17	9874
18	9612
18	9681
18	9909
18	9922
18	9991
19	5315
19	7525
19	9126
19	9811
19	9872
20	8322
20	8670
20	8702
20	9112
20	9378
21	4354
21	5434
21	8445
21	8642
21	9986
22	1690
22	4614
22	8005
22	9511
22	9841
23	6738
23	7359
23	9183
23	9746
23	9987
24	976
24	3589
24	4499
24	7853
24	9715
25	8696
25	9595
25	9898
25	9958
25	9967
26	5208
26	9412
26	9462
26	9495
26	9913
27	2115
27	3274
27	9250
27	9725
27	9879
28	7308
28	8463
28	8697
28	9094
28	9913
29	5681
29	8238
29	8922
29	9363
29	9943
30	1609
30	4991
30	7924
30	8953
30	9296
31	3992
31	5400
31	6361
31	8045
31	8705
32	9523
32	9696
32	9764
32	9899
32	9903
33	431
33	4856
33	6169
33	6528
33	7478
34	2370
34	6133
34	8837
34	9712
34	9902
35	8682
35	9801
35	9912
35	9930
35	9982
36	1505
36	8838
36	9237
36	9279
36	9765
37	5309
37	6822
37	6953
37	9717
37	9795
38	1996
38	6800
38	8042
38	9197
38	9266
39	7593
39	8468
39	9329
39	9720
39	9736
40	1712
40	8958
40	9270
40	9334
40	9458
41	2017
41	4432
41	5951
41	6930
41	7282
42	2123
42	5132
42	6826
42	9529
42	9561
43	6002
43	8086
43	9334
43	9803
43	9967
44	8940
44	9490
44	9606
44	9659
44	9690
45	569
45	6171
45	9508
45	9803
45	9923
46	2504
46	8674
46	8806
46	8849
46	9835
47	7979
47	9084
47	9325
47	9433
47	9525
48	1275
48	3314
48	5447
48	6969
48	7666
49	5122
49	5779
49	7866
49	8729
49	9972
50	7915
50	8683
50	8854
50	9467
50	9889
51	3079
51	6951
51	9027
51	9793
51	9989
52	1450
52	6321
52	8172
52	8363
52	9722
53	4264
53	6747
53	7455
53	8450
53	9870
54	1385
54	4567
54	5269
54	8838
54	9628
55	351
55	4590
55	6366
55	9434
55	9510
56	7958
56	8997
56	9234
56	9280
56	9825
57	1441
57	8503
57	8695
57	9483
57	9885
58	2434
58	5274
58	9176
58	9573
58	9789
59	7012
59	9211
59	9675
59	9714
59	9905
60	8047
60	8327
60	8725
60	8986
60	9781
61	3406
61	6298
61	8337
61	9050
61	9626
62	5357
62	7488
62	8957
62	9789
62	9990
63	2617
63	6499
63	7102
63	7670
63	9879
64	454
64	886
64	4079
64	5236
64	5331
65	3249
65	7281
65	9164
65	9619
65	9666
66	1369
66	7348
66	8085
66	9005
66	9910
67	5497
67	9377
67	9623
67	9840
67	9968
68	6047
68	8719
68	9125
68	9766
68	9864
69	1050
69	7292
69	9827
69	9954
69	9971
70	5592
70	8698
70	9386
70	9508
70	9923
71	1271
71	8894
71	9232
71	9396
71	9887
72	7863
72	8620
72	9789
72	9834
72	9990
73	6627
73	8438
73	8539
73	9871
73	9916
74	4148
74	5999
74	9750
74	9753
74	9771
75	8352
75	9617
75	9763
75	9779
75	9960
76	6195
76	9093
76	9737
76	9850
76	9953
77	1859
77	9176
77	9573
77	9789
77	9990
78	7440
78	7596
78	9436
78	9754
78	9834
79	5772
79	6448
79	7430
79	8622
79	9495
80	5587
80	7151
80	8223
80	9942
80	9947
81	7620
81	9675
81	9840
81	9906
81	9953
82	2923
82	6505
82	9509
82	9782
82	9917
83	9031
83	9406
83	9584
83	9791
83	9954
84	4045
84	5973
84	6471
84	7028
84	8802
85	7643
85	7768
85	9494
85	9714
85	9724
86	5846
86	8399
86	8486
86	9594
86	9976
87	9144
87	9252
87	9327
87	9383
87	9695
88	5579
88	9008
88	9072
88	9505
88	9758
89	2630
89	3185
89	5150
89	7070
89	9978
90	8245
90	9243
90	9358
90	9360
90	9850
91	4159
91	8496
91	9500
91	9664
91	9841
92	7194
92	7981
92	9456
92	9716
92	9739
93	7387
93	8985
93	9436
93	9818
93	9896
94	2142
94	7007
94	7990
94	9625
94	9686
95	9490
95	9551
95	9659
95	9690
95	9936
96	7865
96	8022
96	9737
96	9953
96	9966
97	1105
97	8985
97	9322
97	9325
97	9405
98	665
98	2377
98	5761
98	7622
98	9908
99	2882
99	6229
99	9609
99	9686
99	9978
100	3410
100	7067
100	7094
100	8715
100	9288
101	5214
101	7563
101	8663
101	9299
101	9462
102	6429
102	6942
102	8787
102	9277
102	9745
103	4603
103	4746
103	6158
103	6196
103	9013
104	5562
104	7614
104	9843
104	9917
104	9981
105	9399
105	9518
105	9799
105	9918
105	10000
106	2168
106	5515
106	7716
106	8213
106	9133
107	233
107	3962
107	6610
107	6801
107	9460
108	3761
108	9653
108	9681
108	9805
108	9922
109	9218
109	9278
109	9581
109	9819
109	9952
110	780
110	7038
110	9694
110	9738
110	9813
111	4276
111	9677
111	9714
111	9724
111	9905
112	6440
112	6694
112	7848
112	8111
112	9923
113	7655
113	9770
113	9793
113	9943
113	9976
114	2980
114	9239
114	9424
114	9523
114	9899
115	4231
115	9468
115	9724
115	9772
115	9905
116	258
116	7600
116	9239
116	9696
116	9899
117	3908
117	9085
117	9305
117	9744
117	9788
118	5023
118	8903
118	9437
118	9715
118	9829
119	7549
119	9434
119	9470
119	9766
119	9864
120	1359
120	7387
120	8871
120	9754
120	9851
121	3585
121	4342
121	9875
121	9894
121	9976
122	2997
122	9375
122	9426
122	9619
122	9802
123	726
123	9020
123	9672
123	9933
123	9941
124	6440
124	6908
124	8029
124	9038
124	9508
125	7199
125	8789
125	8927
125	9267
125	9927
126	4185
126	9850
126	9865
126	9886
126	9953
127	6963
127	7793
127	8182
127	9668
127	9948
128	1999
128	7355
128	7965
128	9129
128	9596
129	9246
129	9787
129	9955
129	9965
129	9979
130	9205
130	9715
130	9835
130	9907
130	9973
131	5849
131	8625
131	9149
131	9907
131	9980
